"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","HRWKD","TOT","HR_WKD","A","1966",2001,
"CAN","HRWKD","TOT","HR_WKD","A","1967",1993,
"CAN","HRWKD","TOT","HR_WKD","A","1968",1958,
"CAN","HRWKD","TOT","HR_WKD","A","1969",1943,
"CAN","HRWKD","TOT","HR_WKD","A","1970",1925,
"CAN","HRWKD","TOT","HR_WKD","A","1971",1912,
"CAN","HRWKD","TOT","HR_WKD","A","1972",1904,
"CAN","HRWKD","TOT","HR_WKD","A","1973",1898,
"CAN","HRWKD","TOT","HR_WKD","A","1974",1891,
"CAN","HRWKD","TOT","HR_WKD","A","1975",1872,
"CAN","HRWKD","TOT","HR_WKD","A","1976",1862,
"CAN","HRWKD","TOT","HR_WKD","A","1977",1834,
"CAN","HRWKD","TOT","HR_WKD","A","1978",1836,
"CAN","HRWKD","TOT","HR_WKD","A","1979",1841,
"CAN","HRWKD","TOT","HR_WKD","A","1980",1827,
"CAN","HRWKD","TOT","HR_WKD","A","1981",1812,
"CAN","HRWKD","TOT","HR_WKD","A","1982",1789,
"CAN","HRWKD","TOT","HR_WKD","A","1983",1779,
"CAN","HRWKD","TOT","HR_WKD","A","1984",1789,
"CAN","HRWKD","TOT","HR_WKD","A","1985",1795,
"CAN","HRWKD","TOT","HR_WKD","A","1986",1797,
"CAN","HRWKD","TOT","HR_WKD","A","1987",1807,
"CAN","HRWKD","TOT","HR_WKD","A","1988",1808,
"CAN","HRWKD","TOT","HR_WKD","A","1989",1802,
"CAN","HRWKD","TOT","HR_WKD","A","1990",1797,
"CAN","HRWKD","TOT","HR_WKD","A","1991",1775,
"CAN","HRWKD","TOT","HR_WKD","A","1992",1772,
"CAN","HRWKD","TOT","HR_WKD","A","1993",1769,
"CAN","HRWKD","TOT","HR_WKD","A","1994",1778,
"CAN","HRWKD","TOT","HR_WKD","A","1995",1775,
"CAN","HRWKD","TOT","HR_WKD","A","1996",1790,
"CAN","HRWKD","TOT","HR_WKD","A","1997",1802,
"CAN","HRWKD","TOT","HR_WKD","A","1998",1797,
"CAN","HRWKD","TOT","HR_WKD","A","1999",1795,
"CAN","HRWKD","TOT","HR_WKD","A","2000",1789,
"CAN","HRWKD","TOT","HR_WKD","A","2001",1775,
"CAN","HRWKD","TOT","HR_WKD","A","2002",1757,
"CAN","HRWKD","TOT","HR_WKD","A","2003",1747,
"CAN","HRWKD","TOT","HR_WKD","A","2004",1757,
"CAN","HRWKD","TOT","HR_WKD","A","2005",1747,
"CAN","HRWKD","TOT","HR_WKD","A","2006",1745,
"CAN","HRWKD","TOT","HR_WKD","A","2007",1745,
"CAN","HRWKD","TOT","HR_WKD","A","2008",1742,
"CAN","HRWKD","TOT","HR_WKD","A","2009",1710,
"CAN","HRWKD","TOT","HR_WKD","A","2010",1715,
"CAN","HRWKD","TOT","HR_WKD","A","2011",1711,
"CAN","HRWKD","TOT","HR_WKD","A","2012",1721,
"CAN","HRWKD","TOT","HR_WKD","A","2013",1714,
"CAN","HRWKD","TOT","HR_WKD","A","2014",1709,
"CAN","HRWKD","TOT","HR_WKD","A","2015",1710,
"CAN","HRWKD","TOT","HR_WKD","A","2016",1701,
"CAN","HRWKD","TOT","HR_WKD","A","2017",1689,
"CAN","HRWKD","TOT","HR_WKD","A","2018",1702,
"CAN","HRWKD","TOT","HR_WKD","A","2019",1691,
"CAN","HRWKD","TOT","HR_WKD","A","2020",1653,
"CAN","HRWKD","TOT","HR_WKD","A","2021",1685,
"CAN","HRWKD","TOT","HR_WKD","A","2022",1686,
"CZE","HRWKD","TOT","HR_WKD","A","1993",1857,
"CZE","HRWKD","TOT","HR_WKD","A","1994",1839,
"CZE","HRWKD","TOT","HR_WKD","A","1995",1831.67353599803,
"CZE","HRWKD","TOT","HR_WKD","A","1996",1829.37830561277,
"CZE","HRWKD","TOT","HR_WKD","A","1997",1837.91867519233,
"CZE","HRWKD","TOT","HR_WKD","A","1998",1860.8768776013,
"CZE","HRWKD","TOT","HR_WKD","A","1999",1890.60110186293,
"CZE","HRWKD","TOT","HR_WKD","A","2000",1900.25972657609,
"CZE","HRWKD","TOT","HR_WKD","A","2001",1823.32333964043,
"CZE","HRWKD","TOT","HR_WKD","A","2002",1812.21500114625,
"CZE","HRWKD","TOT","HR_WKD","A","2003",1799.04788243547,
"CZE","HRWKD","TOT","HR_WKD","A","2004",1813.65577899333,
"CZE","HRWKD","TOT","HR_WKD","A","2005",1802.92607218891,
"CZE","HRWKD","TOT","HR_WKD","A","2006",1789.22893410813,
"CZE","HRWKD","TOT","HR_WKD","A","2007",1775.0173124925,
"CZE","HRWKD","TOT","HR_WKD","A","2008",1789.61445435398,
"CZE","HRWKD","TOT","HR_WKD","A","2009",1778.80100193734,
"CZE","HRWKD","TOT","HR_WKD","A","2010",1799.09974628458,
"CZE","HRWKD","TOT","HR_WKD","A","2011",1805.47336955466,
"CZE","HRWKD","TOT","HR_WKD","A","2012",1776.44831609381,
"CZE","HRWKD","TOT","HR_WKD","A","2013",1764.30200770331,
"CZE","HRWKD","TOT","HR_WKD","A","2014",1773.81180970635,
"CZE","HRWKD","TOT","HR_WKD","A","2015",1751.47421425254,
"CZE","HRWKD","TOT","HR_WKD","A","2016",1774.04635487219,
"CZE","HRWKD","TOT","HR_WKD","A","2017",1776.44770281944,
"CZE","HRWKD","TOT","HR_WKD","A","2018",1784.66636269155,
"CZE","HRWKD","TOT","HR_WKD","A","2019",1786.03344465839,
"CZE","HRWKD","TOT","HR_WKD","A","2020",1676.85340055456,
"CZE","HRWKD","TOT","HR_WKD","A","2021",1722.1239522772,
"CZE","HRWKD","TOT","HR_WKD","A","2022",1754.05032952875,
"DNK","HRWKD","TOT","HR_WKD","A","1970",1845.34842052349,
"DNK","HRWKD","TOT","HR_WKD","A","1971",1809.73601693913,
"DNK","HRWKD","TOT","HR_WKD","A","1972",1751.84491482379,
"DNK","HRWKD","TOT","HR_WKD","A","1973",1709.50722288857,
"DNK","HRWKD","TOT","HR_WKD","A","1974",1691.49482781536,
"DNK","HRWKD","TOT","HR_WKD","A","1975",1616.50521185778,
"DNK","HRWKD","TOT","HR_WKD","A","1976",1623.53569638543,
"DNK","HRWKD","TOT","HR_WKD","A","1977",1598.42488891613,
"DNK","HRWKD","TOT","HR_WKD","A","1978",1575.15677985414,
"DNK","HRWKD","TOT","HR_WKD","A","1979",1563.8446696659,
"DNK","HRWKD","TOT","HR_WKD","A","1980",1577.43595044608,
"DNK","HRWKD","TOT","HR_WKD","A","1981",1546.39897728168,
"DNK","HRWKD","TOT","HR_WKD","A","1982",1552.84140280982,
"DNK","HRWKD","TOT","HR_WKD","A","1983",1545.95772893479,
"DNK","HRWKD","TOT","HR_WKD","A","1984",1540.83624822304,
"DNK","HRWKD","TOT","HR_WKD","A","1985",1527.46404563883,
"DNK","HRWKD","TOT","HR_WKD","A","1986",1530.95401380285,
"DNK","HRWKD","TOT","HR_WKD","A","1987",1493.02483787,
"DNK","HRWKD","TOT","HR_WKD","A","1988",1471.17024199052,
"DNK","HRWKD","TOT","HR_WKD","A","1989",1454.95153896579,
"DNK","HRWKD","TOT","HR_WKD","A","1990",1440.50248947927,
"DNK","HRWKD","TOT","HR_WKD","A","1991",1437.31404792345,
"DNK","HRWKD","TOT","HR_WKD","A","1992",1452.36491356625,
"DNK","HRWKD","TOT","HR_WKD","A","1993",1448.92145291905,
"DNK","HRWKD","TOT","HR_WKD","A","1994",1406.66132217899,
"DNK","HRWKD","TOT","HR_WKD","A","1995",1419.14450819252,
"DNK","HRWKD","TOT","HR_WKD","A","1996",1412.26451106893,
"DNK","HRWKD","TOT","HR_WKD","A","1997",1428.09212481982,
"DNK","HRWKD","TOT","HR_WKD","A","1998",1441.13338517464,
"DNK","HRWKD","TOT","HR_WKD","A","1999",1456.49778829583,
"DNK","HRWKD","TOT","HR_WKD","A","2000",1465.93777686797,
"DNK","HRWKD","TOT","HR_WKD","A","2001",1468.67552713,
"DNK","HRWKD","TOT","HR_WKD","A","2002",1462.58458444077,
"DNK","HRWKD","TOT","HR_WKD","A","2003",1457.82742519628,
"DNK","HRWKD","TOT","HR_WKD","A","2004",1458.07394850068,
"DNK","HRWKD","TOT","HR_WKD","A","2005",1451.36235283381,
"DNK","HRWKD","TOT","HR_WKD","A","2006",1455.70334128971,
"DNK","HRWKD","TOT","HR_WKD","A","2007",1432.76976799283,
"DNK","HRWKD","TOT","HR_WKD","A","2008",1430.05508558406,
"DNK","HRWKD","TOT","HR_WKD","A","2009",1417.02988459357,
"DNK","HRWKD","TOT","HR_WKD","A","2010",1422.30839756429,
"DNK","HRWKD","TOT","HR_WKD","A","2011",1436.98118299249,
"DNK","HRWKD","TOT","HR_WKD","A","2012",1423.3462832508,
"DNK","HRWKD","TOT","HR_WKD","A","2013",1425.63357544074,
"DNK","HRWKD","TOT","HR_WKD","A","2014",1413.80721530672,
"DNK","HRWKD","TOT","HR_WKD","A","2015",1407.14910367558,
"DNK","HRWKD","TOT","HR_WKD","A","2016",1412.04476904186,
"DNK","HRWKD","TOT","HR_WKD","A","2017",1404.20432783947,
"DNK","HRWKD","TOT","HR_WKD","A","2018",1380.85898408217,
"DNK","HRWKD","TOT","HR_WKD","A","2019",1371.38626775091,
"DNK","HRWKD","TOT","HR_WKD","A","2020",1344.85132862429,
"DNK","HRWKD","TOT","HR_WKD","A","2021",1362.87913386047,
"DNK","HRWKD","TOT","HR_WKD","A","2022",1371.60609615354,
"FIN","HRWKD","TOT","HR_WKD","A","1960",1994.75148946903,
"FIN","HRWKD","TOT","HR_WKD","A","1961",1993.78363333634,
"FIN","HRWKD","TOT","HR_WKD","A","1962",1987.00864040753,
"FIN","HRWKD","TOT","HR_WKD","A","1963",1983.13721587678,
"FIN","HRWKD","TOT","HR_WKD","A","1964",2008.30147532666,
"FIN","HRWKD","TOT","HR_WKD","A","1965",2008.30147532666,
"FIN","HRWKD","TOT","HR_WKD","A","1966",1984.10507200947,
"FIN","HRWKD","TOT","HR_WKD","A","1967",1967.65151775378,
"FIN","HRWKD","TOT","HR_WKD","A","1968",1952.16581963078,
"FIN","HRWKD","TOT","HR_WKD","A","1969",1933.77655310971,
"FIN","HRWKD","TOT","HR_WKD","A","1970",1918.29085498671,
"FIN","HRWKD","TOT","HR_WKD","A","1971",1884.41589034265,
"FIN","HRWKD","TOT","HR_WKD","A","1972",1868.93019221965,
"FIN","HRWKD","TOT","HR_WKD","A","1973",1853.44449409665,
"FIN","HRWKD","TOT","HR_WKD","A","1974",1847.63735730052,
"FIN","HRWKD","TOT","HR_WKD","A","1975",1779.27260080827,
"FIN","HRWKD","TOT","HR_WKD","A","1976",1776.4487332852,
"FIN","HRWKD","TOT","HR_WKD","A","1977",1768.67970912494,
"FIN","HRWKD","TOT","HR_WKD","A","1978",1773.75673773295,
"FIN","HRWKD","TOT","HR_WKD","A","1979",1751.1661223744,
"FIN","HRWKD","TOT","HR_WKD","A","1980",1732.47108942494,
"FIN","HRWKD","TOT","HR_WKD","A","1981",1726.42971742402,
"FIN","HRWKD","TOT","HR_WKD","A","1982",1719.30096537448,
"FIN","HRWKD","TOT","HR_WKD","A","1983",1709.34421838321,
"FIN","HRWKD","TOT","HR_WKD","A","1984",1705.2340569905,
"FIN","HRWKD","TOT","HR_WKD","A","1985",1699.43375858246,
"FIN","HRWKD","TOT","HR_WKD","A","1986",1683.38478199286,
"FIN","HRWKD","TOT","HR_WKD","A","1987",1690.1297263603,
"FIN","HRWKD","TOT","HR_WKD","A","1988",1693.65930026795,
"FIN","HRWKD","TOT","HR_WKD","A","1989",1693.7775410456,
"FIN","HRWKD","TOT","HR_WKD","A","1990",1670.92809489871,
"FIN","HRWKD","TOT","HR_WKD","A","1991",1652.45754781023,
"FIN","HRWKD","TOT","HR_WKD","A","1992",1651.59549796513,
"FIN","HRWKD","TOT","HR_WKD","A","1993",1651.03204264075,
"FIN","HRWKD","TOT","HR_WKD","A","1994",1671.33282808929,
"FIN","HRWKD","TOT","HR_WKD","A","1995",1676.76479469733,
"FIN","HRWKD","TOT","HR_WKD","A","1996",1675.33654341205,
"FIN","HRWKD","TOT","HR_WKD","A","1997",1671.27998371963,
"FIN","HRWKD","TOT","HR_WKD","A","1998",1661.3300054561,
"FIN","HRWKD","TOT","HR_WKD","A","1999",1660.98596063673,
"FIN","HRWKD","TOT","HR_WKD","A","2000",1649.91737029373,
"FIN","HRWKD","TOT","HR_WKD","A","2001",1635.59605416022,
"FIN","HRWKD","TOT","HR_WKD","A","2002",1628.41671521076,
"FIN","HRWKD","TOT","HR_WKD","A","2003",1622.52708893708,
"FIN","HRWKD","TOT","HR_WKD","A","2004",1623.76400754056,
"FIN","HRWKD","TOT","HR_WKD","A","2005",1613.45366466132,
"FIN","HRWKD","TOT","HR_WKD","A","2006",1608.32836981904,
"FIN","HRWKD","TOT","HR_WKD","A","2007",1604.72998235589,
"FIN","HRWKD","TOT","HR_WKD","A","2008",1600.64032941495,
"FIN","HRWKD","TOT","HR_WKD","A","2009",1580.04499659761,
"FIN","HRWKD","TOT","HR_WKD","A","2010",1585.26353620659,
"FIN","HRWKD","TOT","HR_WKD","A","2011",1577.89762882815,
"FIN","HRWKD","TOT","HR_WKD","A","2012",1567.66869862406,
"FIN","HRWKD","TOT","HR_WKD","A","2013",1560.35181150273,
"FIN","HRWKD","TOT","HR_WKD","A","2014",1557.79734354888,
"FIN","HRWKD","TOT","HR_WKD","A","2015",1555.48033116489,
"FIN","HRWKD","TOT","HR_WKD","A","2016",1554.67045169749,
"FIN","HRWKD","TOT","HR_WKD","A","2017",1548.87961089044,
"FIN","HRWKD","TOT","HR_WKD","A","2018",1546.37323846403,
"FIN","HRWKD","TOT","HR_WKD","A","2019",1538.37118618515,
"FIN","HRWKD","TOT","HR_WKD","A","2020",1529.94896559755,
"FIN","HRWKD","TOT","HR_WKD","A","2021",1525.04134175477,
"FIN","HRWKD","TOT","HR_WKD","A","2022",1498.06870354781,
"FRA","HRWKD","TOT","HR_WKD","A","1950",2351,
"FRA","HRWKD","TOT","HR_WKD","A","1951",2360,
"FRA","HRWKD","TOT","HR_WKD","A","1952",2339,
"FRA","HRWKD","TOT","HR_WKD","A","1953",2313,
"FRA","HRWKD","TOT","HR_WKD","A","1954",2316,
"FRA","HRWKD","TOT","HR_WKD","A","1955",2292,
"FRA","HRWKD","TOT","HR_WKD","A","1956",2236,
"FRA","HRWKD","TOT","HR_WKD","A","1957",2200,
"FRA","HRWKD","TOT","HR_WKD","A","1958",2179,
"FRA","HRWKD","TOT","HR_WKD","A","1959",2179,
"FRA","HRWKD","TOT","HR_WKD","A","1960",2188,
"FRA","HRWKD","TOT","HR_WKD","A","1961",2165,
"FRA","HRWKD","TOT","HR_WKD","A","1962",2178,
"FRA","HRWKD","TOT","HR_WKD","A","1963",2159,
"FRA","HRWKD","TOT","HR_WKD","A","1964",2166,
"FRA","HRWKD","TOT","HR_WKD","A","1965",2153,
"FRA","HRWKD","TOT","HR_WKD","A","1966",2145,
"FRA","HRWKD","TOT","HR_WKD","A","1967",2110,
"FRA","HRWKD","TOT","HR_WKD","A","1968",2087,
"FRA","HRWKD","TOT","HR_WKD","A","1969",2012,
"FRA","HRWKD","TOT","HR_WKD","A","1970",1993,
"FRA","HRWKD","TOT","HR_WKD","A","1971",1990,
"FRA","HRWKD","TOT","HR_WKD","A","1972",1937,
"FRA","HRWKD","TOT","HR_WKD","A","1973",1920,
"FRA","HRWKD","TOT","HR_WKD","A","1974",1888,
"FRA","HRWKD","TOT","HR_WKD","A","1975",1863,
"FRA","HRWKD","TOT","HR_WKD","A","1976",1889,
"FRA","HRWKD","TOT","HR_WKD","A","1977",1850,
"FRA","HRWKD","TOT","HR_WKD","A","1978",1819,
"FRA","HRWKD","TOT","HR_WKD","A","1979",1816,
"FRA","HRWKD","TOT","HR_WKD","A","1980",1806,
"FRA","HRWKD","TOT","HR_WKD","A","1981",1786,
"FRA","HRWKD","TOT","HR_WKD","A","1982",1714,
"FRA","HRWKD","TOT","HR_WKD","A","1983",1696,
"FRA","HRWKD","TOT","HR_WKD","A","1984",1690,
"FRA","HRWKD","TOT","HR_WKD","A","1985",1654,
"FRA","HRWKD","TOT","HR_WKD","A","1986",1648,
"FRA","HRWKD","TOT","HR_WKD","A","1987",1659,
"FRA","HRWKD","TOT","HR_WKD","A","1988",1667,
"FRA","HRWKD","TOT","HR_WKD","A","1989",1651,
"FRA","HRWKD","TOT","HR_WKD","A","1990",1644.85066858497,
"FRA","HRWKD","TOT","HR_WKD","A","1991",1637.7817276028,
"FRA","HRWKD","TOT","HR_WKD","A","1992",1635.15248332413,
"FRA","HRWKD","TOT","HR_WKD","A","1993",1626.6858847772,
"FRA","HRWKD","TOT","HR_WKD","A","1994",1623.23356541797,
"FRA","HRWKD","TOT","HR_WKD","A","1995",1601.21158807359,
"FRA","HRWKD","TOT","HR_WKD","A","1996",1597.2815088944,
"FRA","HRWKD","TOT","HR_WKD","A","1997",1595.64532821433,
"FRA","HRWKD","TOT","HR_WKD","A","1998",1585.28968091215,
"FRA","HRWKD","TOT","HR_WKD","A","1999",1578.30450977251,
"FRA","HRWKD","TOT","HR_WKD","A","2000",1558.33880165612,
"FRA","HRWKD","TOT","HR_WKD","A","2001",1537.95660377358,
"FRA","HRWKD","TOT","HR_WKD","A","2002",1503.88673461568,
"FRA","HRWKD","TOT","HR_WKD","A","2003",1507.25677073358,
"FRA","HRWKD","TOT","HR_WKD","A","2004",1530.85601162924,
"FRA","HRWKD","TOT","HR_WKD","A","2005",1532.07590897002,
"FRA","HRWKD","TOT","HR_WKD","A","2006",1515.01120006013,
"FRA","HRWKD","TOT","HR_WKD","A","2007",1536.81550088915,
"FRA","HRWKD","TOT","HR_WKD","A","2008",1542.7960853699,
"FRA","HRWKD","TOT","HR_WKD","A","2009",1531.45117267609,
"FRA","HRWKD","TOT","HR_WKD","A","2010",1539.80306190866,
"FRA","HRWKD","TOT","HR_WKD","A","2011",1546.33118899734,
"FRA","HRWKD","TOT","HR_WKD","A","2012",1540.88061901253,
"FRA","HRWKD","TOT","HR_WKD","A","2013",1526.24200073556,
"FRA","HRWKD","TOT","HR_WKD","A","2014",1518.11103387722,
"FRA","HRWKD","TOT","HR_WKD","A","2015",1519.48435617539,
"FRA","HRWKD","TOT","HR_WKD","A","2016",1522.06935829071,
"FRA","HRWKD","TOT","HR_WKD","A","2017",1507.60482048707,
"FRA","HRWKD","TOT","HR_WKD","A","2018",1514.41032743803,
"FRA","HRWKD","TOT","HR_WKD","A","2019",1518.15725565889,
"FRA","HRWKD","TOT","HR_WKD","A","2020",1402.64350837515,
"FRA","HRWKD","TOT","HR_WKD","A","2021",1483.79270520909,
"FRA","HRWKD","TOT","HR_WKD","A","2022",1511.40022225215,
"DEU","HRWKD","TOT","HR_WKD","A","1970",1960.44882169127,
"DEU","HRWKD","TOT","HR_WKD","A","1971",1928.53783685163,
"DEU","HRWKD","TOT","HR_WKD","A","1972",1905.50936460196,
"DEU","HRWKD","TOT","HR_WKD","A","1973",1877.0002706944,
"DEU","HRWKD","TOT","HR_WKD","A","1974",1837.59622641381,
"DEU","HRWKD","TOT","HR_WKD","A","1975",1800.82893190099,
